Code,UID,Name,Short name,Aggregation operator,Domain type,Description,value type,Form name,Zero is significant,url,Category combination UID,,,,
MOH 643_FCDRR2017ELE50,aG2HpyioGY3,MOH 643_FCDRR Revision 2017 Methanol (Absolute) Litres,Methanol (Absolute) Litres,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Methanol (Absolute) Litres,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE51,ro6VUnnVwNj,MOH 643_FCDRR Revision 2017 Methylene Blue gms,Methylene Blue gms,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Methylene Blue gms,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE21,F8AARp9BD7h,MOH 643_FCDRR Revision 2017 Methylene Blue/malachite green gms,Methylene Blue/malachite green gms,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Methylene Blue/malachite green gms,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE52,eES4UtKUlHZ,MOH 643_FCDRR Revision 2017 Microscope slides Pieces,Microscope slides Pieces,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Microscope slides Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE33,QcSRUQ7Bxmg,MOH 643_FCDRR Revision 2017 Mueller Hinton agar gms,Mueller Hinton agar gms,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Mueller Hinton agar gms,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE28,mpVpIVPybWU,MOH 643_FCDRR Revision 2017 Neutral red gms,Neutral red gms,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Neutral red gms,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE20,kR4WXy7NVuN,MOH 643_FCDRR Revision 2017 Phenol crystals gms,Phenol crystals gms,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Phenol crystals gms,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE53,deU4bRMfOpS,MOH 643_FCDRR Revision 2017 Phosphate Buffer tablet pH 6.8 gms,Phosphate Buffer tablet pH 6.8 gms,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Phosphate Buffer tablet pH 6.8 gms,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE54,rufd9pIS3Q4,MOH 643_FCDRR Revision 2017 Phosphate Buffer tablet pH 7.2 gms,Phosphate Buffer tablet pH 7.2 gms,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Phosphate Buffer tablet pH 7.2 gms,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE65,D1whMNXScZB,MOH 643_FCDRR Revision 2017 Plasma preparation tubes Pcs,Plasma preparation tubes Pcs,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Plasma preparation tubes Pcs,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE24,thdCHzUJ8Gn,MOH 643_FCDRR Revision 2017 Potassium Permanganate gms,Potassium Permanganate gms,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Potassium Permanganate gms,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE3,U8LV9GMpPqg,MOH 643_FCDRR Revision 2017 Rapid HBV screening test Test,Rapid HBV screening test Test,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Rapid HBV screening test Test,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE1,z03HNuc5LEN,MOH 643_FCDRR Revision 2017 Rapid HIV 1+2 Test 1 - Screening Test,Rapid HIV 1+2 Test 1 - Screening Test,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Rapid HIV 1+2 Test 1 - Screening Test,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE2,faa0mAwNa26,MOH 643_FCDRR Revision 2017 Rapid HIV 1+2 Test 2 - Confirmatory Test,Rapid HIV 1+2 Test 2 - Confirmatory Test,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Rapid HIV 1+2 Test 2 - Confirmatory Test,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE25,SEOK6FreHol,MOH 643_FCDRR Revision 2017 Respiratory Mask (N95) Pieces,Respiratory Mask (N95) Pieces,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Respiratory Mask (N95) Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE55,nwA1M5V57Cu,MOH 643_FCDRR Revision 2017 Safety boxes Pieces,Safety boxes Pieces,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Safety boxes Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE56,aSKCRRmgBJp,MOH 643_FCDRR Revision 2017 Slide boxes Pieces,Slide boxes Pieces,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Slide boxes Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE57,aikZyBybiw4,MOH 643_FCDRR Revision 2017 Slide mailers Pieces,Slide mailers Pieces,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Slide mailers Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE18,bbXJjsRqMMw,MOH 643_FCDRR Revision 2017 Sputum mugs  Pieces,Sputum mugs  Pieces,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Sputum mugs  Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE58,GBR0YwSBL17,MOH 643_FCDRR Revision 2017 Stool collection containers (e.g. Polypots) Pieces,Stool collection containers (e.g. Polypots) Piec,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Stool collection containers (e.g. Polypots) Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE59,Dd9wM8HkqAF,MOH 643_FCDRR Revision 2017 Sulphuric acid Litres,Sulphuric acid Litres,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Sulphuric acid Litres,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE10,FusoAaHMsFl,MOH 643_FCDRR Revision 2017 Syphilis Screening Test (e.g. RPR) Tests,Syphilis Screening Test (e.g. RPR) Tests,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Syphilis Screening Test (e.g. RPR) Tests,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE26,fzVZA6ZFOB9,MOH 643_FCDRR Revision 2017 TB molecular test (Gene Xpert) cartridge Pieces,TB molecular test (Gene Xpert) cartridge Pieces,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,TB molecular test (Gene Xpert) cartridge Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE60,ejBUncsUDNm,MOH 643_FCDRR Revision 2017 Vacutainer holders Pieces,Vacutainer holders Pieces,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Vacutainer holders Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE61,DpEPKB2Ty6B,MOH 643_FCDRR Revision 2017 Vacutainer needles Pieces,Vacutainer needles Pieces,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Vacutainer needles Pieces,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE62,N7xGwuxlDTR,"MOH 643_FCDRR Revision 2017 Vacutainer tubes, EDTA  Pieces","Vacutainer tubes, EDTA  Pieces",SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,"Vacutainer tubes, EDTA  Pieces",FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE63,IVQCmz8iaKL,"MOH 643_FCDRR Revision 2017 Vacutainer tubes, Plain Pieces","Vacutainer tubes, Plain Pieces",SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,"Vacutainer tubes, Plain Pieces",FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE64,heQYiHHRHW4,MOH 643_FCDRR Revision 2017 White tips Packet,White tips Packet,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,White tips Packet,FALSE,,axQvNPII7An,,,,
MOH 643_FCDRR2017ELE66,UBjqaqpf5BP,MOH 643_FCDRR Revision 2017 Yellow tips Packet,Yellow tips Packet,SUM,AGGREGATE,,INTEGER_ZERO_OR_POSITIVE,Yellow tips Packet,FALSE,,axQvNPII7An,,,,
,z9D1b54J4zL,MOH 643_Giemsa stain (powder),MOH 643_Giemsa stain (powder),SUM,AGGREGATE,,NUMBER,MOH 643_Giemsa stain (powder),TRUE,,ihdZ08nS6lk,,,,
,t9i4HMEoNlf,MOH 643_Glycerol,MOH 643_Glycerol,SUM,AGGREGATE,,NUMBER,MOH 643_Glycerol,TRUE,,ihdZ08nS6lk,,,,
,s6BqBvyGJXy,MOH 643_Gram's Iodine,MOH 643_Gram's Iodine,SUM,AGGREGATE,,NUMBER,MOH 643_Gram's Iodine,TRUE,,r6bLIXohyxV,,,,
,kmtShHYOOIj,"MOH 643_Hepatitis B (ELISA) Test, Semi-automated","MOH 643_Hepatitis B (ELISA) Test,",SUM,AGGREGATE,,NUMBER,"MOH 643_Hepatitis B (ELISA) Test, Semi-automated",TRUE,,NX1w6oOyczP,,,,
,bwI50Zp7CQc,"MOH 643_Hepatitis C (ELISA) Test, Semi-automated",MOH 643_Hepatitis C (ELISA) Test,SUM,AGGREGATE,,NUMBER,"MOH 643_Hepatitis C (ELISA) Test, Semi-automated",TRUE,,NX1w6oOyczP,,,,
,XbsWL3J4crS,MOH 643_HIV Confirmatory (ELISA) test Semi-automated,MOH 643_HIV Confirmatory (ELISA),SUM,AGGREGATE,,NUMBER,MOH 643_HIV Confirmatory (ELISA) test Semi-automated,TRUE,,NX1w6oOyczP,,,,
,PUqGLFe1wxI,MOH 643_HIV Screening (ELISA) Semi-automated,MOH 643_HIV Screening (ELISA),SUM,AGGREGATE,,NUMBER,MOH 643_HIV Screening (ELISA) Semi-automated,TRUE,,NX1w6oOyczP,,,,
,RJhl5k2JlrI,MOH 643_Hydrochloric acid,MOH 643_Hydrochloric acid,SUM,AGGREGATE,,NUMBER,MOH 643_Hydrochloric acid,TRUE,,ihdZ08nS6lk,,,,
,OZ2mmwc0LT1,MOH 643_Immersion Oil,MOH 643_Immersion Oil,SUM,AGGREGATE,,NUMBER,MOH 643_Immersion Oil,TRUE,,ihdZ08nS6lk,,,,
,dVdVwOEsfZE,MOH 643_Lancets,MOH 643_Lancets,SUM,AGGREGATE,,NUMBER,MOH 643_Lancets,TRUE,,ihdZ08nS6lk,,,,
,xijDshi6dgl,MOH 643_Latex gloves,MOH 643_Latex gloves,SUM,AGGREGATE,,NUMBER,MOH 643_Latex gloves,TRUE,,ihdZ08nS6lk,,,,
,NMkQWArQQ39,MOH 643_MacConkey agar,MOH 643_MacConkey agar,SUM,AGGREGATE,,NUMBER,MOH 643_MacConkey agar,TRUE,,r6bLIXohyxV,,,,
,EUJgcU6Kff6,MOH 643_Malaria Rapid Diagnostic Test mRDT,MOH 643_Malaria Rapid Diagnostic Test mRDT,SUM,AGGREGATE,,NUMBER,MOH 643_Malaria Rapid Diagnostic Test mRDT,TRUE,,M1tyb1moCK5,,,,
,Bp5H6BLUW8i,MOH 643_Methanol (Absolute),MOH 643_Methanol (Absolute),SUM,AGGREGATE,,NUMBER,MOH 643_Methanol (Absolute),TRUE,,ihdZ08nS6lk,,,,
,YGx9Ev7DYiJ,MOH 643_Methylene Blue,MOH 643_Methylene Blue,SUM,AGGREGATE,,NUMBER,MOH 643_Methylene Blue,TRUE,,ihdZ08nS6lk,,,,
,KG2Z91loRtE,MOH 643_Methylene Blue/Malachite green,MOH 643_Methylene Blue/Malachite green,SUM,AGGREGATE,,NUMBER,MOH 643_Methylene Blue/Malachite green,TRUE,,cQOaIthno12,,,,
,RBY9hSkxhzx,MOH 643_Microscope slides,MOH 643_Microscope slides,SUM,AGGREGATE,,NUMBER,MOH 643_Microscope slides,TRUE,,ihdZ08nS6lk,,,,
,aF69pOSK5AJ,MOH 643_Mueller Hinton agar,MOH 643_Mueller Hinton agar,SUM,AGGREGATE,,NUMBER,MOH 643_Mueller Hinton agar,TRUE,,r6bLIXohyxV,,,,
,vvJUNYqC6B2,MOH 643_Neutral red,MOH 643_Neutral red,SUM,AGGREGATE,,NUMBER,MOH 643_Neutral red,TRUE,,r6bLIXohyxV,,,,
,qWhR66Qg4HV,MOH 643_Phenol Crystals,MOH 643_Phenol Crystals,SUM,AGGREGATE,,NUMBER,MOH 643_Phenol Crystals,TRUE,,cQOaIthno12,,,,
,NqFdHwFjqRg,MOH 643_Phosphate Buffer tablets pH 6.8,MOH 643_Phosphate Buffer tablets pH 6.8,SUM,AGGREGATE,,NUMBER,MOH 643_Phosphate Buffer tablets pH 6.8,TRUE,,ihdZ08nS6lk,,,,
,Tc6SNNew9sb,MOH 643_Phosphate Buffer tablets pH 7.2,MOH 643_Phosphate Buffer tablets pH 7.2,SUM,AGGREGATE,,NUMBER,MOH 643_Phosphate Buffer tablets pH 7.2,TRUE,,ihdZ08nS6lk,,,,
,BBDw9rdUkSk,MOH 643_Potasium Permanganate,MOH 643_Potasium Permanganate,SUM,AGGREGATE,,NUMBER,MOH 643_Potasium Permanganate,TRUE,,cQOaIthno12,,,,
,MglrUDAeEyA,MOH 643_Rapid HBV Screening Test,MOH 643_Rapid HBV Screening Test,SUM,AGGREGATE,,NUMBER,MOH 643_Rapid HBV Screening Test,TRUE,,wJe1BmdWrAM,,,,
,CzrZlb2oGMv,MOH 643_Rapid HIV 1+2 Test 1 - Screening,MOH 643_Rapid HIV 1+2 Test 1 - Screening,SUM,AGGREGATE,HIV screening test,NUMBER,MOH 643_Rapid HIV 1+2 Test 1 - Screening,TRUE,,wJe1BmdWrAM,,,,
,rTFvDwdftfT,MOH 643_Rapid HIV 1+2 Test 2 - Confirmatory,MOH 643_Rapid HIV 1+2 Test 2 - Confirmatory,SUM,AGGREGATE,HIV confirmatory test,NUMBER,MOH 643_Rapid HIV 1+2 Test 2 - Confirmatory,TRUE,,wJe1BmdWrAM,,,,
,RV80khiJLO2,MOH 643_Rapid HIV 1+ 2 Test 3 - Tiebreaker,MOH 643_Rapid HIV 1+ 2 Test 3 - Tiebreaker,SUM,AGGREGATE,HIV tie breaker test,NUMBER,MOH 643_Rapid HIV 1+ 2 Test 3 - Tiebreaker,TRUE,,wJe1BmdWrAM,,,,
,LgXrtboIuB8,MOH 643_Safety boxes,MOH 643_Safety boxes,SUM,AGGREGATE,,NUMBER,MOH 643_Safety boxes,TRUE,,ihdZ08nS6lk,,,,
,Gg3ooTfBlUI,MOH 643_Slide boxes,MOH 643_Slide boxes,SUM,AGGREGATE,,NUMBER,MOH 643_Slide boxes,TRUE,,ihdZ08nS6lk,,,,
,xrcG2HgpfJy,MOH 643_Slide mailers,MOH 643_Slide mailers,SUM,AGGREGATE,,NUMBER,MOH 643_Slide mailers,TRUE,,ihdZ08nS6lk,,,,
,AyUDGqkojEL,MOH 643_Sputum mugs,MOH 643_Sputum mugs,SUM,AGGREGATE,,NUMBER,MOH 643_Sputum mugs,TRUE,,cQOaIthno12,,,,
,JZytHU04nrM,MOH 643_Stool collection containers (e.g. polypots),MOH 643_Stool collection containers,SUM,AGGREGATE,,NUMBER,MOH 643_Stool collection containers,TRUE,,ihdZ08nS6lk,,,,
,L0lHsGSNk7d,MOH 643_Sulphuric acid,MOH 643_Sulphuric acid,SUM,AGGREGATE,,NUMBER,MOH 643_Sulphuric acid,TRUE,,ihdZ08nS6lk,,,,
,huXBGY0iBjF,MOH 643_Syphilis Screening Test (e.g. RPR),MOH 643_Syphilis Screening Test,SUM,AGGREGATE,,NUMBER,MOH 643_Syphilis Screening Test (e.g. RPR),TRUE,,NX1w6oOyczP,,,,
,Pg1f9xaHehS,MOH 643_TB molecular test (Gene Xpert) cartridge,MOH 643_TB molecular test (Gene Xpert) cartridge,SUM,AGGREGATE,,NUMBER,MOH 643_TB molecular test (Gene Xpert) cartridge,TRUE,,cQOaIthno12,,,,
,XsXucJHGUJH,MOH 643_Vacutainer holders,MOH 643_Vacutainer holders,SUM,AGGREGATE,,NUMBER,MOH 643_Vacutainer holders,FALSE,,ihdZ08nS6lk,,,,
,z9FJsG5tRgB,MOH 643_Vacutainer needles,MOH 643_Vacutainer needles,SUM,AGGREGATE,,NUMBER,MOH 643_Vacutainer needles,TRUE,,ihdZ08nS6lk,,,,
,FUI0WGRxsA7,"MOH 643_Vacutainer tubes, EDTA","MOH 643_Vacutainer tubes, EDTA",SUM,AGGREGATE,,NUMBER,"MOH 643_Vacutainer tubes, EDTA",TRUE,,ihdZ08nS6lk,,,,
,qZXlxHNxgsc,"MOH 643_Vacutainer tubes, plain","MOH 643_Vacutainer tubes, plain",SUM,AGGREGATE,,NUMBER,"MOH 643_Vacutainer tubes, plain",TRUE,,ihdZ08nS6lk,,,,
,PjQHhcQ0pJv,MOH 643_VL Total Tests done,MOH 643_VL Total Tests done,SUM,AGGREGATE,,NUMBER,Total VL tests done,TRUE,,iIK2rvg5uhw,,,,
,afsmWDJVenz,MOH 643_White tips,MOH 643_White tips,SUM,AGGREGATE,,NUMBER,MOH 643_White tips,TRUE,,ihdZ08nS6lk,,,,
,PfGYqI66BCy,MOH 643_Yellow tips,MOH 643_Yellow tips,SUM,AGGREGATE,,NUMBER,MOH 643_Yellow tips,TRUE,,ihdZ08nS6lk,,,,
,tdiOfqulAsz,MOH 706_Alanine transaminase,MOH 706_Alanine transaminase,SUM,AGGREGATE,Test on Alanine transaminase levels in blood,NUMBER,ALAT (SGPT),TRUE,,yULGyKWatHB,,,,
,pNQJ9M9xNx8,MOH 706_Albumin,MOH 706_Albumin,SUM,AGGREGATE,Test on Albumin levels in blood,NUMBER,Albumin,TRUE,,yULGyKWatHB,,,,
,i1iC6ljROVv,MOH 706_Alkaline Phosphatase,MOH 706_Alkaline Phosphatase,SUM,AGGREGATE,Test on Alkaline Phosphatase levels in blood,NUMBER,Alkaline Phosphatase,TRUE,,yULGyKWatHB,,,,
,T7eaRDUj8b8,MOH 706_Amoeba,MOH 706_Amoeba,SUM,AGGREGATE,Presence of Amoeba upon stool examination,NUMBER,Amoeba,TRUE,,QNiNvWonOCH,,,,
,XpRDEf5Qdsu,MOH 706_Ascitic fluid,MOH 706_Ascitic fluid,SUM,AGGREGATE,Ascitic fluid cytology workload and results,NUMBER,Ascitic fluid,TRUE,,Q3yWqnbjtS6,,,,
,MsRYxIQORab,MOH 706_ASOT ,MOH 706_ASOT ,SUM,AGGREGATE,ASOT workload and results,NUMBER,ASOT,TRUE,,AcUMmlzF1LH,,,,
,l6QTnruqSB6,MOH 706_Aspartate transaminase,MOH 706_Aspartate transaminase,SUM,AGGREGATE,Test on Aspartate transaminase levels in blood,NUMBER,ASAT (SGOT),TRUE,,yULGyKWatHB,,,,
,UfnUYo1H7nC,MOH 706B 0157H E.coli-,MOH 706B 0157H E.coli-,SUM,AGGREGATE,,INTEGER,0157H E.coli-,FALSE,,AjLYyrBa579,,,,
,Gav2ZKciu2H,MOH 706_Bacteria,MOH 706_Bacteria,SUM,AGGREGATE,Presence of Bacteria in urine,NUMBER,Bacteria,TRUE,,cum8QzDNbQG,,,,
,z494pJ5Yj5x,MOH 706B Adenocarcinoma,MOH 706B Adenocarcinoma,SUM,AGGREGATE,,INTEGER,Adenocarcinoma,FALSE,,X4t0Qg6QrvH,,,,
,j2mdTEI2d1k,MOH 706B Adulterants in milk and milk products,MOH 706B Adulterants in milk and milk products,SUM,AGGREGATE,,INTEGER,Adulterants in milk and milk products,FALSE,,bCD34Gz1wS3,,,,
,xj92UK0IGqB,MOH 706B AFB  Smear microscopy Total AFB  smear positives,MOH 706B AFB  Smear microscopy Total AFB  smear po,SUM,AGGREGATE,,INTEGER,Total AFB  smear positives,FALSE,,OzshuDqmXQI,,,,
,tq2FQqs2okj,MOH 706B AFB  Smear microscopy Total Done,MOH 706B AFB  Smear microscopy Total Done,SUM,AGGREGATE,,INTEGER,Total Done,FALSE,,OzshuDqmXQI,,,,
,TCn27V3ao6Y,MOH 706B Aflatoxins in cereals and cereal products,MOH 706B Aflatoxins in cereals and cereal products,SUM,AGGREGATE,,INTEGER,Aflatoxins in cereals and cereal products,FALSE,,bCD34Gz1wS3,,,,
,TqYv0mons0M,MOH 706B Aflatoxins in milk and milk products,MOH 706B Aflatoxins in milk and milk products,SUM,AGGREGATE,,INTEGER,Aflatoxins in milk and milk products,FALSE,,bCD34Gz1wS3,,,,
,fjknoALe8Hm,MOH 706B Alpha-feto protein,MOH 706B Alpha-feto protein,SUM,AGGREGATE,,INTEGER,Alpha-feto protein,FALSE,,nILsUG8ESzh,,,,
,zbdSrnLPEkO,MOH 706_B. anthracis,MOH 706_B. anthracis,SUM,AGGREGATE,Presence of B. anthracis,NUMBER,B. anthracis,TRUE,,tAByFLsXuHy,,,,
,QbWKZ5YqVsJ,MOH 706_B. anthracis resistance,MOH 706_B. anthracis resistance,SUM,AGGREGATE,Resistance of B. anthracis,NUMBER,B. anthracis,TRUE,,kOufJb9HPII,,,,
,QyMU0RHMENJ,MOH 706B Anti-Mullerian Hormone -AMH-,MOH 706B Anti-Mullerian Hormone -AMH-,SUM,AGGREGATE,,INTEGER,Anti-Mullerian Hormone -AMH-,FALSE,,IQQlfI2wiMy,,,,
,CbviHpySo2B,MOH 706B Artificial sweeteners in non-alcoholic beverages,MOH 706B Artificial sweeteners in non-alcoholic be,SUM,AGGREGATE,,INTEGER,Artificial sweeteners in non-alcoholic beverages,FALSE,,bCD34Gz1wS3,,,,
,sNaKmsHmdMg,MOH 706B Ascities,MOH 706B Ascities,SUM,AGGREGATE,,INTEGER,Ascities,FALSE,,FCqglvORzsT,,,,
,lG7G2gNgt1v,MOH 706B Aseptic soaps,MOH 706B Aseptic soaps,SUM,AGGREGATE,,INTEGER,Aseptic soaps,FALSE,,A0OkNZNmHYM,,,,
,nnMZGv2CIsa,MOH 706B Aspirates Escherichia coli,MOH 706B Aspirates Escherichia coli,SUM,AGGREGATE,,INTEGER,Escherichia coli,FALSE,,NvlcQ5WddI7,,,,
,LakI54oz7Jk,MOH 706B Aspirates Others,MOH 706B Aspirates Others,SUM,AGGREGATE,,INTEGER,Others,FALSE,,NvlcQ5WddI7,,,,
,Q4ltE5kecve,MOH 706B Aspirates Protius mirabilis,MOH 706B Aspirates Protius mirabilis,SUM,AGGREGATE,,INTEGER,Protius mirabilis,FALSE,,NvlcQ5WddI7,,,,
,CY81DGTpHyl,MOH 706B Aspirates Protius vulgaris,MOH 706B Aspirates Protius vulgaris,SUM,AGGREGATE,,INTEGER,Protius vulgaris,FALSE,,NvlcQ5WddI7,,,,
,aXR6y6gp7tW,MOH 706B Aspirates Pseudomonus aeruginosa,MOH 706B Aspirates Pseudomonus aeruginosa,SUM,AGGREGATE,,INTEGER,Pseudomonus aeruginosa,FALSE,,NvlcQ5WddI7,,,,
,vNhcHByQpaw,MOH 706B Aspirates Staphylococcus aureus,MOH 706B Aspirates Staphylococcus aureus,SUM,AGGREGATE,,INTEGER,Staphylococcus aureus,FALSE,,NvlcQ5WddI7,,,,
,EGuBdyckP9i,MOH 706B Atypical glandular cells of undetermined significance -AGUS-,MOH 706B Atypical glandular cells of undetermined,SUM,AGGREGATE,,INTEGER,Atypical glandular cells of undetermined significance -AGUS,FALSE,,X4t0Qg6QrvH,,,,
,eZJ22QCA0Xf,MOH 706B Atypical squamous cells of undetermined significance  -ASCUS-,MOH 706B Atypical squamous cells of undetermined s,SUM,AGGREGATE,,INTEGER,Atypical squamous cells of undetermined significance -ASCUS-,FALSE,,X4t0Qg6QrvH,,,,
,NaQYqN7gRqD,MOH 706B Bacterial vaginosis,MOH 706B Bacterial vaginosis,SUM,AGGREGATE,,INTEGER,Bacterial vaginosis,FALSE,,AjLYyrBa579,,,,
,WtNoQMuyzmS,MOH 706B Bacteria Serotypes Others,MOH 706B Bacteria Serotypes Others,SUM,AGGREGATE,,INTEGER,Bacteria Serotypes Others,FALSE,,OzshuDqmXQI,,,,
,CzXfWC8hvSR,MOH 706B Bacteriological Clinical Testing Aspirates,Bacteriological Clinical Testing Aspirates,SUM,AGGREGATE,,INTEGER,Aspirates,FALSE,,wwnhtshDCQG,,,,
,ANlmUN1U03H,MOH 706B Bacteriological Clinical Testing Blood,Bacteriological Clinical Testing Blood,SUM,AGGREGATE,,INTEGER,Blood,FALSE,,wwnhtshDCQG,,,,
,Pw2YY4IdyhT,MOH 706B Bacteriological Clinical Testing CSF,Bacteriological Clinical Testing CSF,SUM,AGGREGATE,,INTEGER,CSF,FALSE,,wwnhtshDCQG,,,,
,dYMqakGVCJG,MOH 706B Bacteriological Clinical Testing HVS,Bacteriological Clinical Testing HVS,SUM,AGGREGATE,,INTEGER,HVS,FALSE,,wwnhtshDCQG,,,,
,cBMcRqehkpr,MOH 706B Bacteriological Clinical Testing Other cultures,Bacteriological Clinical Testing Other cultures,SUM,AGGREGATE,,INTEGER,Other cultures,FALSE,,wwnhtshDCQG,,,,
,AnCVNSj3e3D,MOH 706B Bacteriological Clinical Testing Pus swabs,Bacteriological Clinical Testing Pus swabs,SUM,AGGREGATE,,INTEGER,Pus swabs,FALSE,,wwnhtshDCQG,,,,
,bvi9om06EcM,MOH 706B Bacteriological Clinical Testing Sputum,Bacteriological Clinical Testing Sputum,SUM,AGGREGATE,,INTEGER,Sputum,FALSE,,wwnhtshDCQG,,,,
,x3qAQfzYU3e,MOH 706B Bacteriological Clinical Testing Stool,Bacteriological Clinical Testing Stool,SUM,AGGREGATE,,INTEGER,Stool,FALSE,,wwnhtshDCQG,,,,
,X9zom9ELh4N,MOH 706B Bacteriological Clinical Testing Throat swab,Bacteriological Clinical Testing Throat swab,SUM,AGGREGATE,,INTEGER,Throat swab,FALSE,,wwnhtshDCQG,,,,
,vQXpF4Mn7w2,MOH 706B Bacteriological Clinical Testing Urine,Bacteriological Clinical Testing Urine,SUM,AGGREGATE,,INTEGER,Urine,FALSE,,wwnhtshDCQG,,,,
,v3EKlpPlrT9,MOH 706B Bacteriological Molecular Testing others,MOH 706B Bacteriological Molecular Testing others,SUM,AGGREGATE,,INTEGER,Bacteriological Molecular Testing others,FALSE,,mkswJ5DpLt9,,,,
,hoz2axwTrsx,MOH 706B Bacteriological Water Testing Others,MOH 706B Bacteriological Water Testing Others,SUM,AGGREGATE,,INTEGER,Bacteriological Water Testing Others,FALSE,,m6APhyP0HaD,,,,
,LOLOdrGx2my,MOH 706B Beta-hcG,MOH 706B Beta-hcG,SUM,AGGREGATE,,INTEGER,Beta-hcG,FALSE,,nILsUG8ESzh,,,,
,YdJYbNqibnI,MOH 706B Beverages -alcohol- soda-,MOH 706B Beverages -alcohol- soda-,SUM,AGGREGATE,,INTEGER,Beverages -alcohol- soda-,FALSE,,xVBcFrxOykg,,,,
,P3wLkCw2tQP,MOH 706B Blood Bacillus anthracis,MOH 706B Blood Bacillus anthracis,SUM,AGGREGATE,,INTEGER,Bacillus anthracis,FALSE,,NvlcQ5WddI7,,,,
,IszjIagKto8,MOH 706B Blood Brucella spp,MOH 706B Blood Brucella spp,SUM,AGGREGATE,,INTEGER,Brucella spp,FALSE,,NvlcQ5WddI7,,,,
,b6Uv7uMMWkf,MOH 706B Blood Listeria monoctogenes,MOH 706B Blood Listeria monoctogenes,SUM,AGGREGATE,,INTEGER,Listeria monoctogenes,FALSE,,NvlcQ5WddI7,,,,
,qEP5XHGIlbb,MOH 706B Blood Others,MOH 706B Blood Others,SUM,AGGREGATE,,INTEGER,Others            ..,FALSE,,NvlcQ5WddI7,,,,
